mal_id,title,title_english,type,source,episodes,status,airing,rating,score,scored_by,rank,popularity,members,favorites,synopsis,year,genres,studios,url
38826,Tenki no Ko,Weathering with You,Movie,Original,1.0,Finished Airing,False,PG-13 - Teens 13 or older,8.27,672095,341.0,155,1118126,13303,"Tokyo is currently experiencing rain showers that seem to disrupt the usual pace of everyone living there to no end. Amidst this seemingly eternal downpour arrives the runaway high school student Hodaka Morishima, who struggles to financially support himself—ending up with a job at a small-time publisher. At the same time, the orphaned Hina Amano also strives to find work to sustain herself and her younger brother.

Both fates intertwine when Hodaka attempts to rescue Hina from shady men, deciding to run away together. Subsequently, Hodaka discovers that Hina has a strange yet astounding power: the ability to call out the sun whenever she prays for it. With Tokyo's unusual weather in mind, Hodaka sees the potential of this ability. He suggests that Hina should become a ""sunshine girl""—someone who will clear the sky for people when they need it the most.

Things begin looking up for them at first. However, it is common knowledge that power always comes with a hefty price...

[Written by MAL Rewrite]",,"Award Winning, Drama, Romance, Supernatural",CoMix Wave Films,https://myanimelist.net/anime/38826/Tenki_no_Ko
59408,Mononoke Movie 2: Hinezumi,Mononoke The Movie: Chapter II - The Ashes of Rage,Movie,Original,1.0,Finished Airing,False,R - 17+ (violence & profanity),8.26,5411,349.0,5429,20306,83,"One month after the Karakasa incident, the situation at the Inner Chambers is slowly returning to normal. To the noble families that run the country, normalcy means carrying on with their usual schemes to prevent any undesirable power shifts in the government. Their current target is the high-ranking concubine Fuki Tokita, who seems to be receiving Lord Tenshi's attention despite being the daughter of a merchant and, therefore, socially unfit to give him an heir.

However, supernatural forces still dwell in the shadows. When several unnatural deaths take place in the Inner Chambers, its residents are once again forced to allow the presence of the mysterious Medicine Seller inside its halls. The Medicine Seller is the only one who might be able to determine the cause of these incidents—and find out what role Fuki plays in them.

[Written by MAL Rewrite]",,"Horror, Mystery, Supernatural, Suspense","EOTA, Crew-Cell",https://myanimelist.net/anime/59408/Mononoke_Movie_2__Hinezumi
58572,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su 2nd Season",Shangri-La Frontier Season 2,TV,Manga,25.0,Finished Airing,False,PG-13 - Teens 13 or older,8.26,126179,350.0,1095,253338,1532,"Ever since Rakurou ""Sunraku"" Hizutome started to play the extremely popular virtual reality game Shangri-La Frontier, he has truly fallen in love with it. Sunraku has quickly made a big name for himself by fighting two of the seven unique, nearly unbeatable monsters, which is unthinkable for most players. To progress the game's story, he sets out on an adventure with his leporine guide, Emul, to acquire a magic operation unit from an ancient workshop.

Though Sunraku breezes through this quest alongside his clanmates Towa ""Arthur Pencilgon"" Amane and Kei ""OiKatzo"" Uomi, there seems to be an ulterior motive as to why the two of them decided to help Sunraku in the first place. Nevertheless, Sunraku gains valuable knowledge and allies, critical for his advancement in the game. By seeking out powerful enemies and unraveling the inner workings of the game's world, Sunraku may just change Shangri-La Frontier forever.

[Written by MAL Rewrite]",2024.0,"Action, Adventure, Fantasy",C2C,https://myanimelist.net/anime/58572/Shangri-La_Frontier__Kusoge_Hunter_Kamige_ni_Idoman_to_su_2nd_Season
54595,Kage no Jitsuryokusha ni Naritakute! 2nd Season,The Eminence in Shadow Season 2,TV,Light novel,12.0,Finished Airing,False,R - 17+ (violence & profanity),8.26,291417,348.0,484,520480,5190,"Enticed by its rumored wealth, Cid Kagenou happily tags along with his sister, Claire, on a trip to the infamous Lawless City. The region is ruled by three monarchs: Yukime, the Spirit Fox; Juggernaut, the Tyrant; and Elisabeth, a dormant progenitor vampire known as the Blood Queen. Hunting Elisabeth down serves as the perfect opportunity for Claire to prove her true mettle. On the other hand, Cid has different objectives—sneaking away from Claire's sight, collecting as much loot as possible, and making Shadow's glorious entrance at the perfect moment.

As Elisabeth's awakening draws near, her subordinate Crimson enacts a treacherous plot, sending the town into a frenzy. Searching for her now-missing brother, Claire finds an unexpected ally in Mary, a vampire hunter, and the pair hurry to the Crimson Tower—the home of the Blood Queen. Meanwhile, Beta and a small team of Shadow Garden recruits also arrive at the Lawless City. As the key players converge on the Crimson Tower, the stage is set for a grand confrontation under the crimson moon.

[Written by MAL Rewrite]",2023.0,"Action, Comedy, Fantasy",Nexus,https://myanimelist.net/anime/54595/Kage_no_Jitsuryokusha_ni_Naritakute_2nd_Season
32188,Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,Steins;Gate: Open the Missing Link - Divide By Zero,TV Special,Visual novel,1.0,Finished Airing,False,PG-13 - Teens 13 or older,8.26,160539,353.0,963,287358,476,"Having reached his emotional breaking point, Rintarou Okabe refuses to continue aiding time traveler Suzuha Amane in her mission to prevent World War III, believing any further efforts to save Makise Kurisu will be in vain. Shortly after, Okabe abandons his mad scientist persona and becomes a seemingly regular university student.

Okabe's close friend Mayuri Shiina perceives him to be recovering from his trauma and is visibly happy. However, something still seems to be bothering Okabe. Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero marks the beginning of a critical divergence—a timeline in which the burden of fate escalates beyond one's limits.

[Written by MAL Rewrite]",,"Sci-Fi, Suspense",White Fox,https://myanimelist.net/anime/32188/Steins_Gate__Kyoukaimenjou_no_Missing_Link_-_Divide_By_Zero
23327,Space☆Dandy 2nd Season,Space Dandy 2nd Season,TV,Original,13.0,Finished Airing,False,PG-13 - Teens 13 or older,8.26,95583,353.0,1507,181700,1941,"Second season of Space Dandy.

Space Dandy is a dandy guy, in space! This dreamy adventurer with a to-die-for pompadour travels across the galaxy in search of aliens no one has ever laid eyes on. Each new species he discovers earns him a hefty reward, but this dandy has to be quick on his feet because it's first come, first served! Accompanied by his sidekicks, a rundown robot named QT and Meow the cat-looking space alien, Dandy bravely explores unknown worlds inhabited by a variety of aliens. Join the best dressed alien hunter in all of space and time as he embarks on an adventure that ends at the edge of the universe!

(Source: Bandai Visual)",2014.0,"Comedy, Sci-Fi",Bones,https://myanimelist.net/anime/23327/Space☆Dandy_2nd_Season
37520,Dororo,Dororo,TV,Manga,24.0,Finished Airing,False,R - 17+ (violence & profanity),8.26,694779,357.0,107,1363379,22959,"The greedy samurai lord Daigo Kagemitsu's land is dying, and he would do anything for power, even renounce Buddha and make a pact with demons. His prayers are answered by 12 demons who grant him the power he desires by aiding his prefecture's growth, but at a price. When Kagemitsu's first son is born, the boy has no limbs, no nose, no eyes, no ears, nor even skin—yet still, he lives.

This child is disposed of in a river and forgotten. But as luck would have it, he is saved by a medicine man who provides him with prosthetics and weapons, allowing for him to survive and fend for himself. The boy lives and grows, and although he cannot see, hear, or feel anything, he must defeat the demons that took him as sacrifice. With the death of each one, he regains a part of himself that is rightfully his. For many years he wanders alone, until one day an orphan boy, Dororo, befriends him. The unlikely pair of castaways now fight for their survival and humanity in an unforgiving, demon-infested world.

[Written by MAL Rewrite]",2019.0,"Action, Adventure, Fantasy","Tezuka Productions, MAPPA",https://myanimelist.net/anime/37520/Dororo
34798,Yuru Camp△,Laid-Back Camp,TV,Manga,12.0,Finished Airing,False,PG-13 - Teens 13 or older,8.26,238324,356.0,462,538555,11936,"While the perfect getaway for most girls her age might be a fancy vacation with their loved ones, Rin Shima's ideal way of spending her days off is camping alone at the base of Mount Fuji. From pitching her tent to gathering firewood, she has always done everything by herself, and has no plans of leaving her little solitary world.

However, what starts off as one of Rin's usual camping sessions somehow ends up as a surprise get-together for two when the lost Nadeshiko Kagamihara is forced to take refuge at her campsite. Originally intending to see the picturesque view of Mount Fuji for herself, Nadeshiko's plans are disrupted when she ends up falling asleep partway to her destination. Alone and with no other choice, she seeks help from the only other person nearby. Despite their hasty introductions, the two girls nevertheless enjoy the chilly night together, eating ramen and conversing while the campfire keeps them warm. And even after Nadeshiko's sister finally picks her up later that night, both girls silently ponder the possibility of another camping trip together.

[Written by MAL Rewrite]",2018.0,Slice of Life,C-Station,https://myanimelist.net/anime/34798/Yuru_Camp△
25835,Shirobako,Shirobako,TV,Original,24.0,Finished Airing,False,PG-13 - Teens 13 or older,8.26,149149,351.0,551,469029,6249,"It all started in Kaminoyama High School, when five best friends—Aoi Miyamori, Ema Yasuhara, Midori Imai, Shizuka Sakaki, and Misa Toudou—discovered their collective love for all things anime and formed the animation club. After making their first amateur anime together and showcasing it at the culture festival, the group vows to pursue careers in the industry, aiming to one day work together and create their own mainstream show.

Two and a half years later, Aoi and Ema have managed to land jobs at the illustrious Musashino Animation production company. The others, however, are finding it difficult to get their dream jobs. Shizuka is feeling the weight of not being recognized as a capable voice actor, Misa has a secure yet unsatisfying career designing 3D models for a car company, and Midori is a university student intent on pursuing her dream as a story writer. These five girls will learn that the path to success is one with many diversions, but dreams can still be achieved through perseverance and a touch of eccentric creativity.

[Written by MAL Rewrite]",2014.0,"Award Winning, Comedy, Drama",P.A. Works,https://myanimelist.net/anime/25835/Shirobako
3002,Gyakkyou Burai Kaiji: Ultimate Survivor,Kaiji: Ultimate Survivor,TV,Manga,26.0,Finished Airing,False,R - 17+ (violence & profanity),8.26,177205,360.0,692,388951,10846,"After one of his coworkers fails to repay a debt, apathetic bum Kaiji Itou is pressured by loan sharks to settle the large sum of cash. Since Kaiji has little money and no future prospects of his own, he is unable to return what his colleague borrowed. Faced with massive financial burdens, Kaiji is given an offer to board the illustrious Espoir—it is said that ""one night aboard the ship, and all of your debts will be paid.""

What seems like a simple night of gambling quickly turns into a game of strategy and betrayal. With the losers of the tournament being subjected to a backbreaking life of indebted servitude, Kaiji must choose his actions—and allies—carefully. However, this is only the beginning of a series of gambles that will wager Kaiji's life, testing the full extent of his wits and will to survive.

[Written by MAL Rewrite]",2007.0,Suspense,Madhouse,https://myanimelist.net/anime/3002/Gyakkyou_Burai_Kaiji__Ultimate_Survivor
2685,Tsubasa: Tokyo Revelations,Tsubasa RESERVoir CHRoNiCLE: Tokyo Revelations,OVA,Manga,3.0,Finished Airing,False,R - 17+ (violence & profanity),8.26,46704,355.0,2351,101346,837,"Continuing their journey from Record Country (the place that held the book of memories), Syaoran and company land into Tokyo Country, a blood-filled country under war from opposing factions for natural resources and survival. While reluctantly involved in the race to live, the group faces their own problems as certain revelations are made, changing their journey forever.

A shocking betrayal and a battle that risks all of their lives. After this revelation, they will never be the same again.",,"Action, Adventure, Drama, Fantasy, Romance",Production I.G,https://myanimelist.net/anime/2685/Tsubasa__Tokyo_Revelations
513,Tenkuu no Shiro Laputa,Castle in the Sky,Movie,Original,1.0,Finished Airing,False,PG - Children,8.26,332915,354.0,466,533661,4805,"In a world filled with planes and airships, Sheeta is a young girl who has been kidnapped by government agents who seek her mysterious crystal amulet. While trapped aboard an airship, she finds herself without hope—that is, until the ship is raided by pirates. Taking advantage of the ensuing confusion, Sheeta manages to flee from her captors. Upon her escape, she meets Pazu, a boy who dreams of reaching the fabled flying castle, Laputa. The two decide to embark on a journey together to discover this castle in the sky. However, they soon find the government agents back on their trail, as they too are trying to reach Laputa for their own greedy purposes.

Tenkuu no Shiro Laputa follows the soaring adventures of Sheeta and Pazu, all while they learn how dreams and dire circumstances can bring two people closer together.

[Written by MAL Rewrite]",,"Adventure, Award Winning, Fantasy",Studio Ghibli,https://myanimelist.net/anime/513/Tenkuu_no_Shiro_Laputa
38691,Dr. Stone,Dr. Stone,TV,Manga,24.0,Finished Airing,False,PG-13 - Teens 13 or older,8.26,1168968,358.0,49,1935298,31141,"After five years of harboring unspoken feelings, high-schooler Taiju Ooki is finally ready to confess his love to Yuzuriha Ogawa. Just when Taiju begins his confession however, a blinding green light strikes the Earth and petrifies mankind around the world—turning every single human into stone.

Several millennia later, Taiju awakens to find the modern world completely nonexistent, as nature has flourished in the years humanity stood still. Among a stone world of statues, Taiju encounters one other living human: his science-loving friend Senkuu, who has been active for a few months. Taiju learns that Senkuu has developed a grand scheme—to launch the complete revival of civilization with science. Taiju's brawn and Senkuu's brains combine to forge a formidable partnership, and they soon uncover a method to revive those petrified.

However, Senkuu's master plan is threatened when his ideologies are challenged by those who awaken. All the while, the reason for mankind's petrification remains unknown.

[Written by MAL Rewrite]",2019.0,"Adventure, Comedy",TMS Entertainment,https://myanimelist.net/anime/38691/Dr_Stone
10087,Fate/Zero,Fate/Zero,TV,Light novel,13.0,Finished Airing,False,R - 17+ (violence & profanity),8.26,909024,359.0,83,1594038,34400,"With the promise of granting any wish, the omnipotent Holy Grail triggered three wars in the past, each too cruel and fierce to leave a victor. In spite of that, the wealthy Einzbern family is confident that the Fourth Holy Grail War will be different; namely, with a vessel of the Holy Grail now in their grasp. Solely for this reason, the much hated ""Magus Killer"" Kiritsugu Emiya is hired by the Einzberns, with marriage to their only daughter Irisviel as binding contract.

Kiritsugu now stands at the center of a cutthroat game of survival, facing off against six other participants, each armed with an ancient familiar, and fueled by unique desires and ideals. Accompanied by his own familiar, Saber, the notorious mercenary soon finds his greatest opponent in Kirei Kotomine, a priest who seeks salvation from the emptiness within himself in pursuit of Kiritsugu.

Based on the light novel written by Gen Urobuchi, Fate/Zero depicts the events of the Fourth Holy Grail War—10 years prior to Fate/stay night. Witness a battle royale in which no one is guaranteed to survive.

[Written by MAL Rewrite]",2011.0,"Action, Fantasy",ufotable,https://myanimelist.net/anime/10087/Fate_Zero
10408,Hotarubi no Mori e,Into the Forest of Fireflies' Light,Movie,Manga,1.0,Finished Airing,False,G - All Ages,8.26,485413,361.0,242,874207,10550,"During a summer vacation at her grandfather’s house, six-year-old Hotaru Takegawa gets lost in a forest rumored to be inhabited by spirits. While crying out in desperation, Hotaru is approached by Gin—a mysterious boy wearing a mask—who offers to help her.

Overjoyed at the sight of another person, Hotaru runs to Gin with open arms only to be rudely fended off. However, she quickly learns the grave reason behind his behavior: a dreadful curse has been cast upon Gin. Should he ever be touched by a human being, he will disappear forever.

Though Gin urges her to never return, Hotaru does the exact opposite, and before too long, the two become close friends despite his delicate situation. Nonetheless, as years pass and their mutual feelings grow stronger, Hotaru and Gin start struggling with the boundaries that destiny has set between them.

[Written by MAL Rewrite]",,"Award Winning, Drama, Romance, Supernatural",Brain's Base,https://myanimelist.net/anime/10408/Hotarubi_no_Mori_e
57592,Dr. Stone: Science Future,Dr. Stone: Science Future,TV,Manga,12.0,Finished Airing,False,PG-13 - Teens 13 or older,8.25,140007,363.0,942,291503,1231,"Having resolved the crisis in the Petrification Kingdom, Senkuu and his companions gear up to deal directly with the mastermind behind the petrification phenomenon—who supposedly resides on the moon. The ambitious spaceship project, however, requires immense manpower and critical resources scattered across the world. Thus, the Kingdom of Science exploration team kick-starts its transcontinental journey on the ship Perseus to gather them all.

Equipped with modern technology and bolstered by the new, capable members in their ranks, the exploration team feels confident about setting sail to their first destination: America. They soon realize that the region now hosts adversaries controlling the resources they need, doing so with scientific technology which rivals and even exceeds their own. In a battle of science versus science, Senkuu and his team must outsmart their rivals if they are to have any chance of ensuring the continued survival and rejuvenation of humanity.

[Written by MAL Rewrite]",2025.0,"Adventure, Comedy",TMS Entertainment,https://myanimelist.net/anime/57592/Dr_Stone__Science_Future
54029,Wu Liuqi: Anying Suming,Scissor Seven: Shadow Fate,ONA,Original,10.0,Finished Airing,False,R - 17+ (violence & profanity),8.25,20027,370.0,4058,39115,230,"The protagonist Wu Liuqi originally lived a carefree life on Xiaoji Island, but his identity became a mystery due to amnesia. As outsiders landed on the island and recognized Wu Liuqi, various conspiracies began to cover Xiaoji Island. So Wu Liuqi decided to return to Xuanwu Kingdom to meet his destiny in order to protect his partners and their homeland.

(Source: Bilibili, translated)",,"Action, Adventure, Comedy, Drama, Mystery",Sharefun Studio,https://myanimelist.net/anime/54029/Wu_Liuqi__Anying_Suming
53111,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Yakusai-hen,Is It Wrong to Try to Pick Up Girls in a Dungeon? IV Part 2,TV,Light novel,11.0,Finished Airing,False,R - 17+ (violence & profanity),8.25,153669,364.0,955,289107,1910,Second part of Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV.,2023.0,"Action, Adventure, Fantasy",J.C.Staff,https://myanimelist.net/anime/53111/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka_IV__Shin_Shou_-_Yakusai-hen
44412,Doupo Cangqiong 4th Season,Fights Break Sphere 4,ONA,Web novel,24.0,Finished Airing,False,PG-13 - Teens 13 or older,8.25,4941,362.0,7137,10224,110,"To awaken his teacher Yao Cheng, Xiao Yan travels to the capital for a meeting of the pill masters. His power was immediately noticed, people who wanted to use it, but at the decisive moment Xiao Yan still becomes a champion and defends the honor of the empire. But Xiao Yan is waiting for a meeting, for which he has been preparing for three whole years...",,"Action, Adventure, Fantasy, Romance",Motion Magic,https://myanimelist.net/anime/44412/Doupo_Cangqiong_4th_Season
1698,Nodame Cantabile,Nodame Cantabile,TV,Manga,23.0,Finished Airing,False,PG-13 - Teens 13 or older,8.25,134160,368.0,836,330999,4986,"Shinichi Chiaki is a first class musician whose dream is to play among the elites in Europe. Coming from a distinguished family, he is an infamous perfectionist—not only is he highly critical of himself, but of others as well. The only thing stopping Shinichi from leaving for Europe is his fear of flying. As a result, he's grounded in Japan.

During his fourth year at Japan's top music university, Shinichi happens to meet Megumi Noda or, as she refers to herself, Nodame. On the surface, she seems to be an unkempt girl with no direction in life. However, when Shinichi hears Nodame play the piano for the first time, he is in awe of the kind of music she creates. Nevertheless, Shinichi is dismayed to discover that Nodame is his neighbor, and worse, she ends up falling head over heels in love with him.

[Written by MAL Rewrite]",2007.0,"Comedy, Romance",J.C.Staff,https://myanimelist.net/anime/1698/Nodame_Cantabile
523,Tonari no Totoro,My Neighbor Totoro,Movie,Original,1.0,Finished Airing,False,G - All Ages,8.25,751837,369.0,144,1155647,9212,"In 1950s Japan, Tatsuo Kusakabe relocates himself and his two daughters, Satsuki and Mei, to the countryside to be closer to their mother, who is hospitalized due to long-term illness. As the girls grow acquainted with rural life, Mei encounters a small, bunny-like creature in the yard one day. Chasing it into the forest, she finds ""Totoro""—a giant, mystical forest spirit whom she soon befriends. Before long, Satsuki too meets Totoro, and the two girls suddenly find their lives filled with magical adventures in nature and fantastical creatures of the woods.

[Written by MAL Rewrite]",,"Adventure, Award Winning, Supernatural",Studio Ghibli,https://myanimelist.net/anime/523/Tonari_no_Totoro
265,Hajime no Ippo: Mashiba vs. Kimura,Fighting Spirit: Mashiba vs. Kimura,OVA,Manga,1.0,Finished Airing,False,PG-13 - Teens 13 or older,8.25,77414,366.0,2000,126591,234,"Tatsuya Kimura is beginning to feel left behind. With his friends Ippo Makunouchi and Mamoru Takamura holding the championship belt in their respective weight classes, Kimura's inability to become Japan's Junior Lightweight boxing champion eats away at him. Scheduled to fight with the current champion Ryo Mashiba, Kimura begins to train with Ippo's rival Ichirou Miyata, who previously suffered a crushing defeat from Mashiba's signature ""Hitman"" style of boxing.

But Mashiba has his own desire to hold onto the belt, hoping to soon shoot for the World title and secure financial stability for his sister Kumi. Will Kimura's overwhelming drive to prove his strength as a boxer overcome Mashiba's desperate wish to provide a better life for Kumi?

[Written by MAL Rewrite]",,Sports,Madhouse,https://myanimelist.net/anime/265/Hajime_no_Ippo__Mashiba_vs_Kimura
264,Hajime no Ippo: Champion Road,Fighting Spirit: Champion Road,TV Special,Manga,1.0,Finished Airing,False,PG-13 - Teens 13 or older,8.25,94131,365.0,1697,155840,277,"The challenger has become the champion as Ippo Makunouchi now wears the featherweight championship belt of Japan.
Some time has passed since Ippo's victory, and he has found his friends and coach as supportive as ever; his crush, Kumi Mashiba, seems to enjoy spending time with him as well. Things are looking bright for the new champion, but just as he once set his sights on becoming the best, his first challenger poses an intimidating threat.

Kazuki Sanada works as a doctor at the same hospital as Kumi and fights strategically. Known for integrating his knowledge of the human body into his fights, Sanada is a fearsome contender—however, more unnerving than his physical ability, he has garnered the support of the nurses. Despite being the champion, Ippo feels the pressure as he must face the daunting challenge, retain his belt, and win over the girl he loves.

[Written by MAL Rewrite]",,Sports,Madhouse,https://myanimelist.net/anime/264/Hajime_no_Ippo__Champion_Road
139,Hunter x Hunter: Greed Island Final,,OVA,Manga,14.0,Finished Airing,False,PG-13 - Teens 13 or older,8.25,83472,367.0,1692,156281,260,"Continuing with their adventure at Greed Island, Gon and Killua train furiously under the guidance of Biscuit for better preparation at attempting the game. With their abilities vastly improving and the threat of player killers menacing Greed Island, Gon and company continue the game despite the dangers that they will face with the game activities and encounters with other players. Based on the manga by Togashi Yoshihiro.",,"Action, Adventure, Fantasy",Nippon Animation,https://myanimelist.net/anime/139/Hunter_x_Hunter__Greed_Island_Final
37989,Golden Kamuy 2nd Season,Golden Kamuy Season 2,TV,Manga,12.0,Finished Airing,False,R - 17+ (violence & profanity),8.24,128231,378.0,1187,235348,1027,"In Hokkaido, it is rumored that there is a stash of hidden gold. This gold was supposedly stolen by a man who killed the original Ainu owners; and before being captured and imprisoned by the police, he hid it in a secret location. In order to relay the gold's location to his comrades on the outside, he tattooed the map on the bodies of his cellmates and promised them a share of the gold—provided they managed to escape and find it.

First Lieutenant Tokushirou Tsurumi plans to give the 7th Division an advantage in the war for the tattoos by getting a taxidermist to create skins that only he can distinguish as fake. Meanwhile, Saichi Sugimoto, Asirpa, and their companions continue their hunt for the skins by following a strange rumor: a thief who broke into a home in Yubari found taxidermied human corpses, among which was a torso with strange tattoos.

[Written by MAL Rewrite]",2018.0,"Action, Adventure",Geno Studio,https://myanimelist.net/anime/37989/Golden_Kamuy_2nd_Season
10271,Gyakkyou Burai Kaiji: Hakairoku-hen,Kaiji: Against All Rules,TV,Manga,26.0,Finished Airing,False,R - 17+ (violence & profanity),8.24,116857,379.0,1302,212469,3010,"Owing to an increasing debt, Kaiji Itou ends up resuming his old lifestyle. One day, while walking on the street, he stumbles upon Yuuji Endou, who is hunting Kaiji due to the money he owes to the Teiai Group. Unaware of this, Kaiji eagerly follows Endou, hoping for a chance to participate in another gamble, but soon finds out the loan shark's real intentions when he is kidnapped.

Given that Kaiji is unable to pay off his huge debt, the Teiai Group instead sends him to work in an underground labor camp. He is told that he will have to live in this hell for 15 years, alongside other debtors, until he can earn his freedom. His only hope to put an early end to this nightmare is by saving enough money to be able to go back to the surface for a single day. Once he is there, he plans to obtain the remaining money needed to settle his account by making a high-stakes wager. However, as many temptations threaten his scarce income, Kaiji may have to resort to gambling sooner than he had expected.

[Written by MAL Rewrite]",2011.0,Suspense,Madhouse,https://myanimelist.net/anime/10271/Gyakkyou_Burai_Kaiji__Hakairoku-hen
25681,Kamisama Hajimemashita◎,Kamisama Kiss Season 2,TV,Manga,12.0,Finished Airing,False,PG-13 - Teens 13 or older,8.24,247192,381.0,555,464997,3842,"Nanami Momozono and her familiars Tomoe and Mizuki have survived quite a few challenges since Nanami took up the mantle of Mikage Shrine's patron god. Naturally, the wind god Otohiko comes to invite Nanami to the Divine Assembly in Izumo, the home of the gods, and Nanami chooses to take Mizuki with her, leaving Tomoe to pose as her at school. However, she has an ulterior motive for attending the Divine Assembly: to discover the whereabouts of the missing Lord Mikage, the former god of the shrine.

After her adventures in Izumo, Nanami meets Botanmaru, a tengu child looking for someone she knows all too well—tengu turned goth idol Shinjirou Kurama. Botanmaru needs Shinjirou, their prince, to return home to Mount Kurama and stop the tyranny of Jirou, who has taken over the rule of their hometown. However, Nanami soon discovers a force much darker than Jirou is at work on the mountain.

As a fledgling god becoming more accustomed to divinity, Nanami finds herself dealing with a tengu rebellion, her blooming feelings for Tomoe, and a strange man with ties to both Tomoe's past and Nanami's future.

[Written by MAL Rewrite]",2015.0,"Comedy, Romance, Supernatural",TMS Entertainment,https://myanimelist.net/anime/25681/Kamisama_Hajimemashita◎
13125,Shinsekai yori,From the New World,TV,Novel,25.0,Finished Airing,False,R - 17+ (violence & profanity),8.24,288692,373.0,270,818483,22410,"In the year 2011, a small percentage of humans began manifesting psychokinetic abilities known as ""Cantus."" Over a millennium later, in the small town of Kamisu 66, Saki Watanabe is the last of her friends to awaken her powers and join the Sage Academy, a school for psychics like her. Although everyone at the institution has Cantus, they are not all equal; shortly after Saki enrolls, one of her classmates who is regarded as being weaker than the others suddenly disappears.

Walking home one day with her friends—the determined Maria Akizuki, the intelligent Shun Aonuma, the observant Satoru Asahina, and the timid Mamoru Itou—she comes across two unfamiliar creatures known as ""Monster Rats."" These beings resemble moles and worship those with Cantus as gods. As a result, when Saki uses her abilities to save one from trouble, she is met with exceptional gratitude.

Now unsure about the Monster Rats' place in society, Saki and her friends find out about another disappearance. As time passes, they slowly look for answers to the mysteries that surround them and begin to realize that this seemingly ""perfect"" new world masks humanity's dark past.

[Written by MAL Rewrite]",2012.0,"Drama, Fantasy, Horror, Mystery, Sci-Fi, Suspense",A-1 Pictures,https://myanimelist.net/anime/13125/Shinsekai_yori
2418,Stranger: Mukou Hadan,Sword of the Stranger,Movie,Original,1.0,Finished Airing,False,R - 17+ (violence & profanity),8.24,171907,375.0,766,352899,3051,"In the Sengoku period of Japan, a young orphan named Kotarou and his dog Tobimaru steal from unsuspecting villagers in order to make ends meet. However, Kotarou is forced to remain on the run when he finds himself being hunted down by assassins sent by China's Ming Dynasty for mysterious reasons not involving his petty crimes.

Fortunately, the duo run into Nanashi, a ronin who has taken refuge in a small temple, when Kotarou is attacked and Tobimaru poisoned. Although the samurai  saves the helpless pair from their pursuers, he feels that there is no need to help them further; but when offered a gem in exchange for his services as a bodyguard, he reluctantly accepts Kotarou's offer of employment—just until Tobimaru is healed and the two reach their destination. As the three set out on a perilous journey, it soon becomes evident that their path is riddled with danger, as the Ming Dynasty has now sent a terrifying swordsman after them to capture Kotarou and fulfill a certain prophecy.

[Written by MAL Rewrite]",,"Action, Adventure",Bones,https://myanimelist.net/anime/2418/Stranger__Mukou_Hadan
44940,World Trigger 3rd Season,,TV,Manga,14.0,Finished Airing,False,PG-13 - Teens 13 or older,8.24,54630,377.0,1859,139302,1290,"At the Border Defense Agency's headquarters, the B-Rank Wars are underway as each team fights intensely to secure a spot in the upcoming Away Mission. Though Osamu Mikumo and the rest of Tamakoma-2 have pulled through thus far, the final rounds will require them to push far beyond the limits of their current abilities. Taking in a talented new member, the squad begins to train and develop new strategies, but, amid these efforts, the team is shaken by a heated dispute—one that could jeopardize their ticket to the Neighbor's dimension.

[Written by MAL Rewrite]",2021.0,"Action, Sci-Fi",Toei Animation,https://myanimelist.net/anime/44940/World_Trigger_3rd_Season
32937,Kono Subarashii Sekai ni Shukufuku wo! 2,KonoSuba: God's Blessing on This Wonderful World! 2,TV,Light novel,10.0,Finished Airing,False,PG-13 - Teens 13 or older,8.24,1085402,382.0,77,1640935,11978,"When Kazuma Satou died, he was given two choices: pass on to heaven or be revived in a fantasy world. After choosing the new world, the goddess Aqua tasked him with defeating the Demon King, and let him choose any weapon to aid him. Unfortunately, Kazuma chose to bring Aqua herself and has regretted the decision ever since then.

Not only is he stuck with a useless deity turned party archpriest, the pair also has to make enough money for living expenses. To add to their problems, their group continued to grow as more problematic adventurers joined their ranks. Their token spellcaster, Megumin, is an explosion magic specialist who can only cast one spell once per day and refuses to learn anything else. There is also their stalwart crusader, Lalatina Ford ""Darkness"" Dustiness, a helpless masochist who makes Kazuma look pure in comparison.

Kono Subarashii Sekai ni Shukufuku wo! 2 continues to follow Kazuma and the rest of his party through countless more adventures as they struggle to earn money and have to deal with one another's problematic personalities. However, things rarely go as planned, and they are often sidetracked by their own idiotic tendencies.

[Written by MAL Rewrite]",2017.0,"Adventure, Comedy, Fantasy",Studio Deen,https://myanimelist.net/anime/32937/Kono_Subarashii_Sekai_ni_Shukufuku_wo_2
